date,valid_pixels,sampled_pixels,chm_min_m,chm_median_m,chm_mean_m,chm_p95_m,chm_max_m,relative_raw_pearson,relative_raw_spearman,scale,shift_m,aligned_mae_m,aligned_rmse_m,aligned_bias_m,aligned_r2
20220505,4958593,300000,0.0,0.006512796506285667,0.0586214164911687,0.40277855694293957,1.2696528434753418,0.25787419544054346,0.2098452338818201,0.07897868786917894,-0.0592605549414224,0.07908563145850186,0.14496446514674394,-8.935453858308998e-15,0.06649910067410747
