date,variant,pixels,mae_m,rmse_m,bias_m,pearson,spearman,r2
20220505,constant_chm_median,300000,0.05634991458126857,0.15883013731262124,-0.05210861998488303,nan,nan,-0.12061762394963149
20220505,relative_scale_shift_aligned,300000,0.07908563145850186,0.14496446514674394,-8.935453858308998e-15,0.2578741954405433,0.2098452338818201,0.06649910067410747
