date,height_bin_m,height_lower_m,height_upper_m,pixels,pearson,spearman,aligned_mae_m,aligned_bias_m
20220505,0.0-0.1,0.0,0.1,260344,0.1560683642430911,0.06471690858147708,0.04698249246430218,0.04392187973884842
20220505,0.1-0.2,0.1,0.2,12273,0.016434729336467887,0.022695371999290666,0.06729261750360456,-0.062462375452692946
20220505,0.2-0.4,0.2,0.4,12270,0.019072893394024834,0.01806286005984428,0.20587270277179145,-0.20587270277179145
20220505,0.4-0.6,0.4,0.6,7079,-0.012743212715120762,-0.003595903581700656,0.4031627554619572,-0.4031627554619572
20220505,0.6-0.8,0.6,0.8,5654,0.024222643015729784,0.005785734364722691,0.6041004489098988,-0.6041004489098988
20220505,0.8-1.0,0.8,1.0,2185,0.09174537954176401,0.12035015879210394,0.7647462288634032,-0.7647462288634032
20220505,1.0+,1.0,,195,-0.48643363414019386,-0.5427572857992874,1.0338229111505206,-1.0338229111505206
