date,target_gt_difference_m,lower_abs_gt_difference_m,upper_abs_gt_difference_m,pairs,mean_abs_gt_difference_m,mae_m,rmse_m,bias_m,pearson,spearman,sign_agreement,slope,intercept_m,r2
20220505,0.1,0.08,0.12,9664,0.0986272647353858,0.0889683616540474,0.09258542337472223,-0.0029008184942025854,0.3851589271910004,0.3834811260811186,0.6833609271523179,0.09853073832540281,-0.0024779396215112966,0.14834739919492235
20220505,0.2,0.16,0.24,9019,0.19632925817634567,0.18268916618534914,0.18562185580634616,-0.010663233290986894,0.4825693654639246,0.48797944425039225,0.7411021177514137,0.06981036040156242,-0.0013878756886094021,0.23287319248425498
20220505,0.5,0.4,0.6,6155,0.490855264448924,0.4637282658365295,0.4680189834607159,-0.09154718326572549,0.6956324525990778,0.6522755149853376,0.8880584890333063,0.055353654136133634,-0.001432095346019776,0.48390450910900784
20220505,1.0,0.8,1.2,1246,0.8772843934652507,0.8301138420205453,0.8348317969176314,-0.23506415316659118,0.824089321981922,0.6331297464104635,0.9614767255216693,0.05355838002850442,-0.0024627521659110253,0.6791232106046232
