scene,image,valid_pixels,mae_m,rmse_m,absrel,sqrel,rmse_log,delta_1_25,delta_1_25_2,delta_1_25_3
delivery_area_1l,im0.png,343531,1.436712212643984,1.8926326391255834,0.21049182505537262,0.3769139107678346,0.2595285303583719,0.570018426284673,0.9448521385260719,0.9961895724112234
