images,metric,mean,median,std,min,max,pooled
20,mae_m,12.994904341217994,12.45990297078323,3.666328163893745,8.76944116508527,17.89798308382023,12.991490612140261
20,rmse_m,13.554611621709114,12.882305899771808,4.228073679974329,8.784062752004543,19.222037691907914,14.195531119917122
20,absrel,0.6669100800804114,0.6651180454952937,0.05120543123884111,0.5858205351954378,0.7611572923137889,0.6669130395005193
20,bias_m,-12.994903794028627,-12.45990297078323,3.666328739233302,-17.89798308382023,-8.76944116508527,-12.991490064228714
20,median_abs_error_m,12.076233685016632,11.650952577590942,2.7389336127037938,8.747103691101074,15.938820600509644,nan
20,delta_1_25,2.1902864892703158e-06,2.1543799981615957e-07,6.219231339127312e-06,0.0,2.853356892996914e-05,2.1931770845746105e-06
20,delta_1_25_2,0.0002931536680835093,1.1729402212213133e-06,0.0012525601972902833,0.0,0.005752338220424672,0.00029354057359509754
20,delta_1_25_3,0.0007913675408359825,9.503209746852445e-06,0.0031596180975433327,0.0,0.014552741137359439,0.00079239607911423
20,valid_pixels,20860148.65,20887678.0,98347.6578659985,20435459.0,20887680.0,417202973
