variant,pixel_separation,metric,images,mean,median,std
metric_bias_corrected,8,local_difference_mae_m,52,0.018907247226054854,0.01537671525478363,0.009103585007535362
metric_bias_corrected,8,local_difference_rmse_m,52,0.058575198776750145,0.042552282401074074,0.04629392104207829
metric_bias_corrected,8,local_difference_pearson,52,0.04269062156363353,0.035425346557019136,0.04398928003504321
metric_bias_corrected,8,local_difference_spearman,52,0.04224976969981212,0.03697774917289812,0.04082195718619725
metric_bias_corrected,8,local_difference_sign_agreement,52,0.5201891340741354,0.5219560745599686,0.020658442642267513
metric_bias_corrected,16,local_difference_mae_m,52,0.03265401708988043,0.027351766657829284,0.015621848856352344
metric_bias_corrected,16,local_difference_rmse_m,52,0.08563624687028817,0.06325971603736917,0.06312659462643705
metric_bias_corrected,16,local_difference_pearson,52,0.07397387706248741,0.06619627267065759,0.06207949626825407
metric_bias_corrected,16,local_difference_spearman,52,0.054616343903097636,0.05077373280775446,0.054670206485655036
metric_bias_corrected,16,local_difference_sign_agreement,52,0.5208475139402137,0.5214213775935013,0.024088741091359667
metric_bias_corrected,32,local_difference_mae_m,52,0.05325870066422681,0.04567460939884186,0.02573851692105885
metric_bias_corrected,32,local_difference_rmse_m,52,0.12347464720214647,0.09381347705691725,0.08684948873966823
metric_bias_corrected,32,local_difference_pearson,52,0.10232267167286532,0.10014026244210822,0.08590339582650722
metric_bias_corrected,32,local_difference_spearman,52,0.07645672735271244,0.06558038849881018,0.07133562722445026
metric_bias_corrected,32,local_difference_sign_agreement,52,0.5255648472518886,0.5251488750108789,0.026668451447125714
metric_bias_corrected,64,local_difference_mae_m,52,0.0811052940900509,0.06966800580024719,0.038907810169818785
metric_bias_corrected,64,local_difference_rmse_m,52,0.17047068071119545,0.12458154604649292,0.11154836537450159
metric_bias_corrected,64,local_difference_pearson,52,0.14902994480618353,0.13900375624563405,0.11918324207980008
metric_bias_corrected,64,local_difference_spearman,52,0.10937409385516735,0.10408376548147194,0.09580073453439965
metric_bias_corrected,64,local_difference_sign_agreement,52,0.5363259360515624,0.5383121092060752,0.03381694895937641
metric_bias_corrected,128,local_difference_mae_m,52,0.11932302118448113,0.09782859177589416,0.05754382443875358
metric_bias_corrected,128,local_difference_rmse_m,52,0.23078775159105197,0.1728566607816152,0.15089988046370395
metric_bias_corrected,128,local_difference_pearson,52,0.17223971876506244,0.17704608501463573,0.15772027425411564
metric_bias_corrected,128,local_difference_spearman,52,0.1316640851851998,0.11227867638731526,0.1270332955837737
metric_bias_corrected,128,local_difference_sign_agreement,52,0.5456925632389905,0.5425363300628538,0.04305619560651426
metric_scale_shift,8,local_difference_mae_m,52,0.027072260431142952,0.021698708844184875,0.021866908006594077
metric_scale_shift,8,local_difference_rmse_m,52,0.07277850004345798,0.04764206428427059,0.0576404669563592
metric_scale_shift,8,local_difference_pearson,52,0.02067757800959649,0.02353266734256411,0.057707514918195035
metric_scale_shift,8,local_difference_spearman,52,0.030413757969934587,0.025001530851837823,0.05026521440830253
metric_scale_shift,8,local_difference_sign_agreement,52,0.5156645918682555,0.5208938417161313,0.024343174665519902
metric_scale_shift,16,local_difference_mae_m,52,0.047603110912212955,0.03816730439662934,0.03769026982427232
metric_scale_shift,16,local_difference_rmse_m,52,0.11722997517103811,0.07968294556840955,0.09094755808251921
metric_scale_shift,16,local_difference_pearson,52,0.03747116853163514,0.04873196853021025,0.08900551383833584
metric_scale_shift,16,local_difference_spearman,52,0.04066921921573807,0.04078080789089235,0.06570981973724002
metric_scale_shift,16,local_difference_sign_agreement,52,0.5176956708026035,0.5205360538738617,0.02650156841559084
metric_scale_shift,32,local_difference_mae_m,52,0.07977478667130836,0.06593483488559723,0.06300144238225511
metric_scale_shift,32,local_difference_rmse_m,52,0.1824893999250323,0.13001598057955974,0.1474246812526276
metric_scale_shift,32,local_difference_pearson,52,0.05617541174421861,0.06354271876429525,0.12121695274796557
metric_scale_shift,32,local_difference_spearman,52,0.054280866650409446,0.044678487348462026,0.08937431717298115
metric_scale_shift,32,local_difference_sign_agreement,52,0.5196710128411819,0.5233577567224581,0.03131081603030566
metric_scale_shift,64,local_difference_mae_m,52,0.1275953916182885,0.10363107342720032,0.10351493065876527
metric_scale_shift,64,local_difference_rmse_m,52,0.2783410310589409,0.20456845869558268,0.23485663450186928
metric_scale_shift,64,local_difference_pearson,52,0.07996789965765694,0.10312165458728527,0.1732616753166898
metric_scale_shift,64,local_difference_spearman,52,0.0766521263649777,0.07362559742019686,0.12355145784770431
metric_scale_shift,64,local_difference_sign_agreement,52,0.5260623881433458,0.5320184102715231,0.0422562874736495
metric_scale_shift,128,local_difference_mae_m,52,0.19913421144485471,0.15005801405906677,0.17247485331837625
metric_scale_shift,128,local_difference_rmse_m,52,0.40313961904848994,0.2885777399184186,0.34890314246005333
metric_scale_shift,128,local_difference_pearson,52,0.11137614457788168,0.14379850927174198,0.20527427570893197
metric_scale_shift,128,local_difference_spearman,52,0.09868372861734767,0.08536147493954911,0.1540599226251517
metric_scale_shift,128,local_difference_sign_agreement,52,0.5331034863714579,0.5302871893177665,0.053366144790378746
relative_scale_shift,8,local_difference_mae_m,52,0.014810892288501446,0.011999497318267823,0.008937298949318299
relative_scale_shift,8,local_difference_rmse_m,52,0.05488455117689633,0.03999119333106571,0.048977369843369055
relative_scale_shift,8,local_difference_pearson,52,0.1677701694054947,0.20776952669965945,0.18446474207225053
relative_scale_shift,8,local_difference_spearman,52,0.11458256007936203,0.1363605275956928,0.11083334581048152
relative_scale_shift,8,local_difference_sign_agreement,52,0.5551576656099823,0.5619533938997735,0.06560095596271541
relative_scale_shift,16,local_difference_mae_m,52,0.0257270201747234,0.02181576316356659,0.014588406669419926
relative_scale_shift,16,local_difference_rmse_m,52,0.07864954932133245,0.05817401955882731,0.06594679164858963
relative_scale_shift,16,local_difference_pearson,52,0.21856820885026204,0.2838564295321005,0.22845950457775765
relative_scale_shift,16,local_difference_spearman,52,0.13829707814569525,0.15905495091570132,0.12401270464795847
relative_scale_shift,16,local_difference_sign_agreement,52,0.5555266026187142,0.5562458289094915,0.061431209606640995
relative_scale_shift,32,local_difference_mae_m,52,0.04087362091632991,0.03706369161605835,0.022328916245977905
relative_scale_shift,32,local_difference_rmse_m,52,0.10499620646657651,0.0786456534635036,0.0857307915231318
relative_scale_shift,32,local_difference_pearson,52,0.28941091818019055,0.3634556236914778,0.2795779011147743
relative_scale_shift,32,local_difference_spearman,52,0.1734527498133417,0.19257330187404262,0.1491634838920816
relative_scale_shift,32,local_difference_sign_agreement,52,0.5621088860254546,0.5623566884551645,0.06489006735634778
relative_scale_shift,64,local_difference_mae_m,52,0.05971737022308203,0.055847544217109676,0.030805462879528966
relative_scale_shift,64,local_difference_rmse_m,52,0.13354802102652427,0.11006069345710737,0.09321725895240852
relative_scale_shift,64,local_difference_pearson,52,0.3479122062221195,0.4545861705058599,0.3206460580982883
