pixel_separation,gt_magnitude_lower_m,gt_magnitude_upper_m,gt_magnitude_bin,variant,pairs,mean_abs_gt_difference_m,local_difference_mae_m,local_difference_rmse_m,local_difference_bias_m,local_difference_pearson,local_difference_spearman,local_difference_sign_agreement,gt_difference_std_m
128,0.05,0.1,0.05-0.10 m,metric_scale_shift,133050,0.07250968855693349,0.2402894249951557,0.49278450684152175,0.039241577343401356,0.05771252178643244,0.09414587279256784,0.5417587373167982,0.07365400709807221
128,0.05,0.1,0.05-0.10 m,relative_scale_shift,133050,0.07250968855693349,0.07608737325542898,0.10448452440552969,0.0041970828850884856,0.14158998641281478,0.21624289758086185,0.5942127019917325,0.07365400709807221
128,0.1,0.2,0.10-0.20 m,metric_raw,84100,0.14177671670630201,0.17104152962087027,0.30503291057862875,0.021875523894351954,0.09957515741594201,0.18604976532645998,0.5904399524375743,0.144376051659793
128,0.1,0.2,0.10-0.20 m,metric_bias_corrected,84100,0.14177671670630201,0.17104152931186165,0.3050329099127141,0.021875520268461793,0.09957515861645379,0.186049674714944,0.5904399524375743,0.144376051659793
128,0.1,0.2,0.10-0.20 m,metric_scale_shift,84100,0.14177671670630201,0.3371439978909124,0.6987894641018157,0.039527015413880776,0.0985849697647418,0.15141607586790917,0.574589774078478,0.144376051659793
128,0.1,0.2,0.10-0.20 m,relative_scale_shift,84100,0.14177671670630201,0.12793873488690424,0.15229536246768335,0.0012551789845070857,0.30979819391108615,0.4063591145827913,0.6863852556480381,0.144376051659793
128,0.2,0.5,0.20-0.50 m,metric_raw,87720,0.31377714603283174,0.31552213736174045,0.47996078233850276,0.023409928388917388,0.15771703889891492,0.29428498041442275,0.6600889192886457,0.3226031326248006
128,0.2,0.5,0.20-0.50 m,metric_bias_corrected,87720,0.31377714603283174,0.31552213877779245,0.4799607844097652,0.023409931712970306,0.157717033167693,0.29428496859743564,0.6600889192886457,0.3226031326248006
128,0.2,0.5,0.20-0.50 m,metric_scale_shift,87720,0.31377714603283174,0.4814782092520161,0.9855820206719487,0.014963548160610381,0.14848610257718373,0.23758374483058028,0.6218878248974008,0.3226031326248006
128,0.2,0.5,0.20-0.50 m,relative_scale_shift,87720,0.31377714603283174,0.26019786584882826,0.2919049801764435,0.01067856186554957,0.4783074047113983,0.5926834465694516,0.793046055631555,0.3226031326248006
128,0.5,1.0,0.50-1.00 m,metric_raw,25195,0.6531008136535027,0.6181936223347477,0.714922353725297,0.09407433960072979,0.20161241372658043,0.31662645505091774,0.6667592776344513,0.6622010430289057
128,0.5,1.0,0.50-1.00 m,metric_bias_corrected,25195,0.6531008136535027,0.6181936231107081,0.7149223546641719,0.09407434624370825,0.2016124103568011,0.3166264850458117,0.6667592776344513,0.6622010430289057
128,0.5,1.0,0.50-1.00 m,metric_scale_shift,25195,0.6531008136535027,0.7756848218872046,1.3479909691340926,0.14534303317303743,0.1736476020396135,0.28756120797078305,0.6354435403849971,0.6622010430289057
128,0.5,1.0,0.50-1.00 m,relative_scale_shift,25195,0.6531008136535027,0.4860229481967533,0.5361946901192842,0.035615800614157325,0.5941453436635669,0.6796861150404827,0.8623536415955547,0.6622010430289057
128,1.0,inf,1.00+ m,metric_raw,6645,1.681848429270128,1.5367709023509373,1.9834931148997683,0.008691384650604272,0.308517417561289,0.3792920530251096,0.67313769751693,2.078067848597525
128,1.0,inf,1.00+ m,metric_bias_corrected,6645,1.681848429270128,1.5367708899366668,1.9834931131906706,0.008691404527789045,0.3085174182480657,0.37929231299281363,0.67313769751693,2.078067848597525
128,1.0,inf,1.00+ m,metric_scale_shift,6645,1.681848429270128,1.7202153793576072,2.5414657838259926,0.24706712095606498,0.2770119994350308,0.37648181697656496,0.6677200902934537,2.078067848597525
128,1.0,inf,1.00+ m,relative_scale_shift,6645,1.681848429270128,1.2796591900092844,1.7506613409836407,-0.09751803080240885,0.5440253727792206,0.719503729970982,0.9146726862302483,2.078067848597525
