pixel_separation,gt_magnitude_lower_m,gt_magnitude_upper_m,gt_magnitude_bin,variant,pairs,mean_abs_gt_difference_m,local_difference_mae_m,local_difference_rmse_m,local_difference_bias_m,local_difference_pearson,local_difference_spearman,local_difference_sign_agreement,gt_difference_std_m
32,1.0,inf,1.00+ m,metric_raw,1845,1.9353108062330624,1.848573581054605,2.4584370597588356,0.024353486089525506,0.2019573637562904,0.32910839563237376,0.6634146341463415,2.508324682423968
32,1.0,inf,1.00+ m,metric_bias_corrected,1845,1.9353108062330624,1.8485735689075335,2.4584370572883483,0.024353474976247565,0.20195736796717248,0.3291087543927496,0.6634146341463415,2.508324682423968
32,1.0,inf,1.00+ m,metric_scale_shift,1845,1.9353108062330624,1.8299242086849885,2.5076516417690358,0.09786694637805143,0.20437460980069877,0.3186071628933026,0.6558265582655827,2.508324682423968
32,1.0,inf,1.00+ m,relative_scale_shift,1845,1.9353108062330624,1.732875582066978,2.34189570016397,-0.000330927572276211,0.3668217284682163,0.6047110015759737,0.8346883468834688,2.508324682423968
64,0.0,0.02,0.00-0.02 m,metric_raw,540325,0.007928547055013186,0.034586458588740786,0.0669880229782974,0.004165931681892142,0.010274586781015598,0.013758306280019736,0.5052192262896217,0.010660433747814243
64,0.0,0.02,0.00-0.02 m,metric_bias_corrected,540325,0.007928547055013186,0.03458645802923538,0.066988024274905,0.004165931485977,0.01027461057770583,0.013758362221448463,0.5052160953800298,0.010660433747814243
64,0.0,0.02,0.00-0.02 m,metric_scale_shift,540325,0.007928547055013186,0.057391428604376606,0.15892611916220337,0.007203648879207808,-0.005778150543415508,0.004874674223222949,0.5014089093163345,0.010660433747814243
64,0.0,0.02,0.00-0.02 m,relative_scale_shift,540325,0.007928547055013186,0.01667775146480139,0.06866354761271619,0.00026832991282204016,0.0015548557838943563,0.012015834736407941,0.5103226089243447,0.010660433747814243
64,0.02,0.05,0.02-0.05 m,metric_raw,245671,0.03375042231276789,0.0531750576248196,0.10701162918223378,0.006243789000123191,0.028798917492537556,0.04987076946751207,0.5222146692120763,0.03462375959105094
64,0.02,0.05,0.02-0.05 m,metric_bias_corrected,245671,0.03375042231276789,0.05317505674847694,0.1070116288739154,0.006243786970851324,0.028798905008699915,0.04987078066620189,0.5222105987275666,0.03462375959105094
64,0.02,0.05,0.02-0.05 m,metric_scale_shift,245671,0.03375042231276789,0.10476846535515977,0.26000121178938984,0.011448553702792555,0.021691172281435713,0.039836474378349,0.5148308103113514,0.03462375959105094
64,0.02,0.05,0.02-0.05 m,relative_scale_shift,245671,0.03375042231276789,0.03821316780734948,0.05927134787650481,0.0010300932788406727,0.054807239297786435,0.09517802498274627,0.5384925367666513,0.03462375959105094
64,0.05,0.1,0.05-0.10 m,metric_raw,109549,0.07232715211914303,0.09287119004021029,0.1794457325830963,0.008843174213496861,0.06298592204245346,0.11792435063576649,0.5549936558069904,0.07358540007513929
64,0.05,0.1,0.05-0.10 m,metric_bias_corrected,109549,0.07232715211914303,0.09287118906955162,0.17944573066262492,0.008843173865278506,0.06298593209215686,0.11792427306230367,0.5549936558069904,0.07358540007513929
64,0.05,0.1,0.05-0.10 m,metric_scale_shift,109549,0.07232715211914303,0.18557335637916328,0.4222259474057834,0.020477286094539682,0.06924928425517773,0.10767929479304879,0.5463217373047677,0.07358540007513929
64,0.05,0.1,0.05-0.10 m,relative_scale_shift,109549,0.07232715211914303,0.07029141732858092,0.08634559438088894,0.0011799452285231043,0.19014593913414526,0.2691271800894506,0.611151174360332,0.07358540007513929
64,0.1,0.2,0.10-0.20 m,metric_raw,66208,0.14177301553437652,0.15271890069794228,0.24154128997034147,0.010412593173658058,0.10829163707326228,0.2018338424683326,0.5986436684388593,0.14424130611484282
64,0.1,0.2,0.10-0.20 m,metric_bias_corrected,66208,0.14177301553437652,0.15271890149017414,0.24154129005175332,0.010412591790853347,0.10829163382261525,0.2018338128675597,0.5986436684388593,0.14424130611484282
64,0.1,0.2,0.10-0.20 m,metric_scale_shift,66208,0.14177301553437652,0.25673209863218377,0.536562457839111,0.01553705995816894,0.10249504237140616,0.15188655877358823,0.5752326002899951,0.14424130611484282
64,0.1,0.2,0.10-0.20 m,relative_scale_shift,66208,0.14177301553437652,0.12823866154330546,0.1448076807644373,0.003996428586596622,0.3081220479374238,0.4119120177121274,0.6905509908168197,0.14424130611484282
64,0.2,0.5,0.20-0.50 m,metric_raw,61537,0.30862542555698197,0.2998558534474686,0.3791791696639163,0.026318870549361825,0.1450787897881547,0.3006530827394287,0.6548743032647025,0.31729179343244795
