scene,year,date,crop,filename,frame_id,camera_type,view_type,nadir_or_oblique,view_verticality_score,width,height,corresponding_depth_filename,intrinsics_available,extrinsics_available,camera_model,local_rgb_path,local_depth_path,source_rgb,source_depth,source_revision,valid_pixels,raw_mae_m,raw_rmse_m,raw_absrel,global_bias_m,corrected_mae_m,corrected_rmse_m,scale_shift_scale,scale_shift_shift_m,scale_shift_mae_m,scale_shift_rmse_m,scale_shift_absrel,relative_orientation,relative_scale_shift_scale,relative_scale_shift_shift_m,relative_aligned_mae_m,relative_aligned_rmse_m,relative_aligned_absrel
2025/Day001_Oat,2025,Day001,oat,1.JPG,1,DJI Mavic 3M RGB camera,nadir,nadir,0.9999924531099396,5280,3956,1_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\1.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\1_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/1.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/1_depth.tif?download=true,main,20887680,9.645710881874178,9.66165661760825,0.6320227168789944,-9.724066972732544,0.4575992524623871,0.5603657960891724,-0.03266141811420122,15.443380118548212,0.09726790338754654,0.15141157805919647,0.006433391012251377,inverse_depth; negated before z-depth alignment,0.2116781126651018,15.673339993015581,0.0772499144077301,0.12175192683935165,0.005111851263791323
2025/Day001_Oat,2025,Day001,oat,29.JPG,29,DJI Mavic 3M RGB camera,nadir,nadir,0.9999915503991843,5280,3956,29_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\29.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\29_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/29.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/29_depth.tif?download=true,main,20887680,10.33842909804109,10.344070768359993,0.6726693298198112,-10.367744445800781,0.25082895159721375,0.3428457975387573,-0.05274576666748105,15.633446410981286,0.09458513557910919,0.15675215423107147,0.006219132803380489,inverse_depth; negated before z-depth alignment,0.02616815034909427,15.436300043241067,0.09357726573944092,0.156090646982193,0.006157140247523785
2025/Day001_Oat,2025,Day001,oat,58.JPG,58,DJI Mavic 3M RGB camera,nadir,nadir,0.9999859307819823,5280,3956,58_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\58.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\58_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/58.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/58_depth.tif?download=true,main,20887680,10.195962323642775,10.210365657943917,0.6661672533178894,-10.333994388580322,0.3438059091567993,0.5594388842582703,-0.14235303031245167,16.028331151823622,0.09069382399320602,0.15245407819747925,0.005992842372506857,inverse_depth; negated before z-depth alignment,0.06744885953410017,15.482847547707687,0.10305491089820862,0.16197419166564941,0.006815660744905472
2025/Day001_Oat,2025,Day001,oat,87.JPG,87,DJI Mavic 3M RGB camera,nadir,nadir,0.9999919169704282,5280,3956,87_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\87.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\87_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/87.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/87_depth.tif?download=true,main,20887680,10.363997023488416,10.368502598642499,0.6829769728770857,-10.437889575958252,0.2298634648323059,0.31443899869918823,0.033748245432717844,15.011373318908118,0.17196065187454224,0.20783285796642303,0.011411719024181366,inverse_depth; negated before z-depth alignment,0.29022103267424165,15.8753606845032,0.13106243312358856,0.16514159739017487,0.00869699101895094
2025/Day001_Oat,2025,Day001,oat,358.JPG,358,DJI Mavic 3M RGB camera,nadir,nadir,0.9999615547999979,5280,3956,358_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\358.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\358_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/358.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/358_depth.tif?download=true,main,20887680,9.354007983302852,9.359484664460908,0.607226526095124,-9.425023555755615,0.2294122874736786,0.3279193639755249,0.07184018585233407,14.969247061720354,0.09390246123075485,0.14927877485752106,0.006151583511382341,inverse_depth; negated before z-depth alignment,0.8525769409748133,17.010114669094566,0.07999101281166077,0.11082833260297775,0.005213356111198664
2025/Day001_Oat,2025,Day001,oat,387.JPG,387,DJI Mavic 3M RGB camera,nadir,nadir,0.9999937964863553,5280,3956,387_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\387.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\387_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/387.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/387_depth.tif?download=true,main,20887680,9.549245972116676,9.58597502266124,0.6254232782071758,-9.71632432937622,0.6529349088668823,0.8548295497894287,-0.1209065091972084,15.951215886385954,0.08046405017375946,0.13514231145381927,0.005338957067579031,inverse_depth; negated before z-depth alignment,-0.08608233592845674,15.060872021253402,0.10216565430164337,0.15609538555145264,0.006773447152227163
2025/Day001_Oat,2025,Day001,oat,416.JPG,416,DJI Mavic 3M RGB camera,nadir,nadir,0.9999649198832232,5280,3956,416_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\416.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\416_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/416.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/416_depth.tif?download=true,main,20887680,9.760258561993787,9.774447241154853,0.6442992313877648,-9.774574756622314,0.4431946575641632,0.5266655683517456,-0.32571692665251745,16.895274534449662,0.14659780263900757,0.1909637302160263,0.009767275303602219,inverse_depth; negated before z-depth alignment,0.9225402817784994,16.79335339057747,0.11824049055576324,0.1549658477306366,0.007855239324271679
2025/Day001_Oat,2025,Day001,oat,445.JPG,445,DJI Mavic 3M RGB camera,nadir,nadir,0.9999606054532906,5280,3956,445_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\445.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\445_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/445.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/445_depth.tif?download=true,main,20887680,9.530046961437499,9.559894992286743,0.6455792631302115,-9.425459623336792,0.6360992193222046,0.7620601058006287,0.27334726295642137,13.32402599191878,0.4976053833961487,0.6577385663986206,0.03470839560031891,inverse_depth; negated before z-depth alignment,1.3815344821566864,17.262326074713894,0.17436254024505615,0.2611088156700134,0.012114736251533031
2025/Day001_Oat,2025,Day001,oat,96.JPG,96,DJI Mavic 3M RGB camera,oblique,oblique,0.7043685218326969,5280,3956,96_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\96.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\96_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/96.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/96_depth.tif?download=true,main,20886871,12.441002448093622,13.107778705923126,0.5303067442742473,-10.495657444000244,2.999932289123535,4.562860012054443,1.824781238547888,3.125201748779796,1.5586962699890137,2.077035427093506,0.06308049708604813,inverse_depth; negated before z-depth alignment,3.691998566413533,38.363979712096146,2.213045835494995,2.770972967147827,0.09454892575740814
2025/Day001_Oat,2025,Day001,oat,166.JPG,166,DJI Mavic 3M RGB camera,oblique,oblique,0.7105216300603896,5280,3956,166_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\166.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\166_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/166.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/166_depth.tif?download=true,main,20886857,17.184462788172592,18.383232218845443,0.7155211428421964,-15.308299541473389,5.348172664642334,6.7939276695251465,4.910863579870002,-7.9875465141885735,2.83539080619812,3.6555697917938232,0.11714832484722137,inverse_depth; negated before z-depth alignment,3.567041576922484,37.54824335260253,1.877420425415039,2.3265562057495117,0.08095808327198029
2025/Day001_Oat,2025,Day001,oat,237.JPG,237,DJI Mavic 3M RGB camera,oblique,oblique,0.7067726276480871,5280,3956,237_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\237.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\237_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/237.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/237_depth.tif?download=true,main,20886330,14.082917367084875,14.86662733117337,0.5852637392258544,-12.365269660949707,3.720684289932251,5.063433647155762,2.3032950120068225,1.0826593698992852,1.2208377122879028,1.9383256435394287,0.044591110199689865,inverse_depth; negated before z-depth alignment,3.748902062217597,39.213660554667634,1.986383080482483,2.446658134460449,0.0840151309967041
2025/Day001_Oat,2025,Day001,oat,308.JPG,308,DJI Mavic 3M RGB camera,oblique,oblique,0.7074544938563304,5280,3956,308_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\308.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\308_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/308.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/308_depth.tif?download=true,main,20709928,13.644946077944837,14.26570241581285,0.5834682938215392,-11.656076431274414,3.196704864501953,4.613167762756348,2.022580159754927,3.420197495976657,1.2460711002349854,1.6483972072601318,0.05081478878855705,inverse_depth; negated before z-depth alignment,3.520009258595088,38.20497841815732,1.8252328634262085,2.2459094524383545,0.07942777872085571
2025/Day001_Oat,2025,Day001,oat,487.JPG,487,DJI Mavic 3M RGB camera,oblique,oblique,0.7080546480846165,5280,3956,487_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\487.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\487_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/487.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/487_depth.tif?download=true,main,20880822,15.866015874319913,16.805453445230704,0.6543620268438803,-14.014968156814575,4.499823570251465,5.84116268157959,2.8662350572692046,0.4941311956824588,1.935554027557373,2.6898033618927,0.07632709294557571,inverse_depth; negated before z-depth alignment,3.8775228411620404,38.50144620737593,1.997328281402588,2.4639408588409424,0.08485599607229233
2025/Day001_Oat,2025,Day001,oat,558.JPG,558,DJI Mavic 3M RGB camera,oblique,oblique,0.7085719022101711,5280,3956,558_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\558.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\558_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/558.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/558_depth.tif?download=true,main,20797355,13.653847741352376,14.051229945788336,0.5881877235053219,-12.470938682556152,2.6074814796447754,3.5226097106933594,1.6672362342909008,6.823545356829971,0.6980592608451843,1.0584514141082764,0.026870297268033028,inverse_depth; negated before z-depth alignment,3.6558340438753136,38.83767218135217,2.0518765449523926,2.5135674476623535,0.08803024888038635
2025/Day001_Oat,2025,Day001,oat,629.JPG,629,DJI Mavic 3M RGB camera,oblique,oblique,0.7093736388252762,5280,3956,629_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\629.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\629_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/629.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/629_depth.tif?download=true,main,20807514,14.733742721333465,15.447098412340916,0.6259709665517493,-13.440615177154541,3.7187042236328125,4.816830158233643,2.055296361251108,5.229465074201953,1.6685206890106201,2.5876805782318115,0.06442907452583313,inverse_depth; negated before z-depth alignment,3.6595374840277266,38.64127933223577,1.9150962829589844,2.4153873920440674,0.08345738053321838
2025/Day001_Oat,2025,Day001,oat,700.JPG,700,DJI Mavic 3M RGB camera,oblique,oblique,0.7083800399027272,5280,3956,700_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\700.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\700_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/700.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/700_depth.tif?download=true,main,20878541,14.323530198353522,15.22750499108679,0.6199290032070395,-12.946763038635254,4.087460517883301,5.348726749420166,1.606922485941012,9.17691630106482,3.7957801818847656,4.907093524932861,0.1710195690393448,inverse_depth; negated before z-depth alignment,3.378706322400314,35.36616885486758,1.5233234167099,2.199174404144287,0.06351510435342789
2025/Day007_Corn,2025,Day007,corn,1.JPG,1,DJI Mavic 3M RGB camera,nadir,nadir,0.9999954721327803,5280,3956,1_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\1.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\1_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/1.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/1_depth.tif?download=true,main,20887680,11.418890535230739,11.4469322992193,0.6313827155544277,-11.658172845840454,0.595820963382721,0.835735559463501,0.026674590924485563,17.90851541421255,0.16799944639205933,0.19481804966926575,0.009274004027247429,inverse_depth; negated before z-depth alignment,0.24014437068050243,18.587758378328427,0.16895431280136108,0.19088466465473175,0.00932579766958952
2025/Day007_Corn,2025,Day007,corn,33.JPG,33,DJI Mavic 3M RGB camera,nadir,nadir,0.9999647586221735,5280,3956,33_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\33.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\33_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/33.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/33_depth.tif?download=true,main,20887680,12.881055178269222,12.883689889537512,0.708964754038089,-12.94299602508545,0.2056342363357544,0.26780465245246887,0.4162452793953267,15.970298913347058,0.10266489535570145,0.14568278193473816,0.005663536489009857,inverse_depth; negated before z-depth alignment,0.4301536163225475,19.211517653696315,0.12473791092634201,0.15125586092472076,0.006864574272185564
2025/Day007_Corn,2025,Day007,corn,64.JPG,64,DJI Mavic 3M RGB camera,nadir,nadir,0.9999746975571722,5280,3956,64_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\64.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\64_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/64.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/64_depth.tif?download=true,main,20887680,12.144498919800103,12.164965167264915,0.6699015749181166,-12.251865863800049,0.4754827618598938,0.713478147983551,-0.10347093150747479,18.742501611163057,0.1656225621700287,0.1978636384010315,0.009161362424492836,inverse_depth; negated before z-depth alignment,0.06936099613860137,18.281846247052584,0.17340821027755737,0.20516489446163177,0.009596732445061207
2025/Day007_Corn,2025,Day007,corn,578.JPG,578,DJI Mavic 3M RGB camera,nadir,nadir,0.9999915345736107,5280,3956,578_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\578.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\578_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/578.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/578_depth.tif?download=true,main,20887680,12.921889452605514,12.923181250876263,0.7155422871790305,-12.947962760925293,0.13983812928199768,0.18457095324993134,0.24337649750118065,16.809051530436353,0.07931868731975555,0.10975965112447739,0.004407694563269615,inverse_depth; negated before z-depth alignment,0.43485510585826026,18.780817601240347,0.06246921047568321,0.08322479575872421,0.003470596857368946
2025/Day007_Corn,2025,Day007,corn,609.JPG,609,DJI Mavic 3M RGB camera,nadir,nadir,0.9999944862551331,5280,3956,609_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\609.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\609_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/609.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/609_depth.tif?download=true,main,20887680,12.210684466676167,12.214595487587909,0.6646371788888704,-12.3034086227417,0.22511202096939087,0.3226849138736725,-0.03911956672900645,18.61274728027382,0.05468188226222992,0.07199560105800629,0.002981527242809534,inverse_depth; negated before z-depth alignment,-0.04696022952852514,18.235764044400227,0.04464199021458626,0.061608485877513885,0.002435195492580533
