variant,pixel_separation,metric,images,mean,median,std
metric_scale_shift,128,local_difference_spearman,32,0.05679099434279214,0.04743498630308962,0.09956182055756402
metric_scale_shift,128,local_difference_sign_agreement,32,0.5163797011792326,0.5217486108480816,0.041729659633378643
relative_scale_shift,8,local_difference_mae_m,32,0.014738735301792621,0.012402591371536254,0.009740789775933588
relative_scale_shift,8,local_difference_rmse_m,32,0.06907241991573282,0.04389659757413539,0.05851242513852802
relative_scale_shift,8,local_difference_pearson,32,0.1478339054453393,0.20420064934512255,0.18311658434775435
relative_scale_shift,8,local_difference_spearman,32,0.10237406539721668,0.10555321625097867,0.11492779382459986
relative_scale_shift,8,local_difference_sign_agreement,32,0.5543895231355603,0.5679689450934988,0.07099361894889386
relative_scale_shift,16,local_difference_mae_m,32,0.025622970682382583,0.021053922867774966,0.016055847477508104
relative_scale_shift,16,local_difference_rmse_m,32,0.0957913345884196,0.06027268433527667,0.07801053031885519
relative_scale_shift,16,local_difference_pearson,32,0.20010231864022024,0.28029473808402755,0.24172105026118387
relative_scale_shift,16,local_difference_spearman,32,0.11496024985314596,0.14059691907410077,0.1277946013680454
relative_scale_shift,16,local_difference_sign_agreement,32,0.5503937775977503,0.5535034596359871,0.06684673864172895
relative_scale_shift,32,local_difference_mae_m,32,0.041525280800461764,0.03459104416370392,0.025023816800011225
relative_scale_shift,32,local_difference_rmse_m,32,0.12847396837923936,0.08864524950295506,0.10144007439541579
relative_scale_shift,32,local_difference_pearson,32,0.2675531701577304,0.33894734897108947,0.2981024892519868
relative_scale_shift,32,local_difference_spearman,32,0.14535737604338045,0.16854635692619255,0.14728999488070912
relative_scale_shift,32,local_difference_sign_agreement,32,0.5543842738516304,0.5628812558184165,0.06929650233048736
relative_scale_shift,64,local_difference_mae_m,32,0.061308530098199844,0.05533210790157318,0.0351923935624316
relative_scale_shift,64,local_difference_rmse_m,32,0.15835713599559842,0.1233928621839359,0.1129235160626634
relative_scale_shift,64,local_difference_pearson,32,0.31547153055732147,0.4325631613314152,0.34597602121854526
relative_scale_shift,64,local_difference_spearman,32,0.17858580525127726,0.20119493774108965,0.17730523333771384
relative_scale_shift,64,local_difference_sign_agreement,32,0.5601986496857335,0.5668624346188844,0.07953854587762443
relative_scale_shift,128,local_difference_mae_m,32,0.08684206134080887,0.08452548389434815,0.05031365629031981
relative_scale_shift,128,local_difference_rmse_m,32,0.19688729695515683,0.14835837038492355,0.13486612048759386
relative_scale_shift,128,local_difference_pearson,32,0.3525047350963099,0.46544540191951356,0.3909009906329766
relative_scale_shift,128,local_difference_spearman,32,0.20760498132456953,0.23289620377819004,0.200671887371741
relative_scale_shift,128,local_difference_sign_agreement,32,0.5626128118861987,0.5526858413339433,0.09102282510499053
