group,pixel_separation,variant,pairs,mean_abs_gt_difference_m,local_difference_mae_m,local_difference_rmse_m,local_difference_bias_m,local_difference_pearson,local_difference_spearman,local_difference_sign_agreement,gt_difference_std_m,view_type
nadir,128,metric_bias_corrected,200000,0.0558685546875,0.07251246427059174,0.10315326772274505,0.004723927855491638,0.31025493921634945,0.24498526535995716,0.5815586979402414,0.09289984210341948,nadir
nadir,128,metric_scale_shift,200000,0.0558685546875,0.0554258402633667,0.09133526806289197,0.00021106971740722657,0.25093799334947753,0.14890420718204567,0.5447208119059175,0.09289984210341948,nadir
nadir,128,relative_scale_shift,200000,0.0558685546875,0.055154708132743833,0.09089239090634113,-7.504398822784424e-05,0.38254927215707435,0.2252019245715515,0.5686777080345311,0.09289984210341948,nadir
oblique,8,metric_raw,200000,0.0204601171875,0.025726184698343278,0.06074293164196311,0.0008532829296588898,0.03135212949464564,0.06040576491066428,0.5303555716577817,0.05244428490666102,oblique
oblique,8,metric_bias_corrected,200000,0.0204601171875,0.02572618350982666,0.06074293061333231,0.0008532793426513672,0.0313521432665321,0.06040558139518968,0.5303383192726394,0.05244428490666102,oblique
oblique,8,metric_scale_shift,200000,0.0204601171875,0.04985579124927521,0.12317218405209382,0.0012575316095352173,0.03716790394471426,0.058355612307689465,0.5303555716577817,0.05244428490666102,oblique
oblique,8,relative_scale_shift,200000,0.0204601171875,0.021615930824279785,0.05152799132390486,0.00034899362564086916,0.19401943411684866,0.2077145315694563,0.5952331659851975,0.05244428490666102,oblique
oblique,16,metric_raw,200000,0.0347971875,0.04299507743358612,0.09312535343994019,0.002168848400115967,0.04501942675475428,0.08061642871316121,0.5338401160193273,0.07422663907479472,oblique
oblique,16,metric_bias_corrected,200000,0.0347971875,0.04299508189201355,0.09312535271081437,0.002168846788406372,0.04501942416255038,0.0806162126948265,0.5338263696535228,0.07422663907479472,oblique
oblique,16,metric_scale_shift,200000,0.0347971875,0.0857415187072754,0.2110509448024688,0.0029932441902160646,0.05398649136850562,0.07730465417241109,0.5338332428364251,0.07422663907479472,oblique
oblique,16,relative_scale_shift,200000,0.0347971875,0.03555649181365967,0.0717897830146747,0.0009056810951232911,0.2658791247602375,0.2564864046920218,0.6024138618352773,0.07422663907479472,oblique
oblique,32,metric_raw,200000,0.054633203125,0.0676113333272934,0.14152828558039154,0.0037104703736305237,0.06812446189947924,0.11958907925874664,0.5457431703645925,0.10399002135027037,oblique
oblique,32,metric_bias_corrected,200000,0.054633203125,0.06761133524894715,0.14152829092096586,0.003710470781326294,0.06812442017655392,0.11958889250891803,0.5457370765565109,0.10399002135027037,oblique
oblique,32,metric_scale_shift,200000,0.054633203125,0.14188875917434693,0.3294765210259176,0.00501113697052002,0.08595821416418364,0.11443504588708996,0.5457431703645925,0.10399002135027037,oblique
oblique,32,relative_scale_shift,200000,0.054633203125,0.05379298317909241,0.09762050824882484,0.0017858885097503663,0.35564623980623855,0.32581635381890056,0.6171199444244703,0.10399002135027037,oblique
oblique,64,metric_raw,200000,0.0787417578125,0.10032011128664017,0.21869804072841229,0.008209492979049682,0.09462958120575471,0.17303617461628704,0.5600952071097108,0.14051728468036873,oblique
oblique,64,metric_bias_corrected,200000,0.0787417578125,0.10032011240005494,0.21869804149709182,0.008209492874145508,0.09462960009027496,0.17303623956084552,0.5600780835288276,0.14051728468036873,oblique
oblique,64,metric_scale_shift,200000,0.0787417578125,0.23014998158454894,0.5384823527606282,0.009635319681167603,0.12794461300516263,0.16582441315880087,0.5600952071097108,0.14051728468036873,oblique
oblique,64,relative_scale_shift,200000,0.0787417578125,0.07483447417259216,0.12679148195618645,0.004278005857467651,0.44667468328339704,0.41035623559319545,0.6430361250478033,0.14051728468036873,oblique
oblique,128,metric_raw,200000,0.1097196484375,0.1469809073126316,0.33173590776858775,0.015751060854196548,0.11544436738468404,0.20828837042242643,0.5659274182510963,0.18686966722617696,oblique
oblique,128,metric_bias_corrected,200000,0.1097196484375,0.14698090715408324,0.33173590832370525,0.015751059894561766,0.11544437272216776,0.20828835783354735,0.5659274182510963,0.18686966722617696,oblique
oblique,128,metric_scale_shift,200000,0.1097196484375,0.3701893415737152,0.8554741467919119,0.019847162466049194,0.15190380984656057,0.1961581713650799,0.5659274182510963,0.18686966722617696,oblique
oblique,128,relative_scale_shift,200000,0.1097196484375,0.10225527535438537,0.16606976655795366,0.006754086236953736,0.4933812456454665,0.4829279524340311,0.6661611820675233,0.18686966722617696,oblique
