date,orthomosaic_filename,point_cloud_filename,orthomosaic_path,point_cloud_path,point_count,raster_width,raster_height,raster_bands,crs,las_crs,gsd_x_m,gsd_y_m,available_plot_information,source
20220505,20220505.tif,20220505.las,data/airmeasurer/small_field/AirMeasurer_testdata_small_field/2D_Orthomosaic_image/20220505.tif,data/airmeasurer/small_field/AirMeasurer_testdata_small_field/3D_Point_cloud/20220505.las,1190990,3676,3749,4,EPSG:32650,EPSG:32650,0.0025700000000000002,0.0025700000000000002,none; accompanying small_mtps shapefile contains 4 PointZ RTK control points,The-Zhou-Lab/UAV-AirMeasurer V2.0.2 AirMeasurer_testdata_small_field.zip
